dataset,cell_id,cycle,capacity,target,rated_capacity,eol_threshold
CALCE,CS2_35,28.0,1.0682813219671374,0.971164838151943,1.1,0.8800000000000001
CALCE,CS2_35,29.0,1.061871030040747,0.9653373000370427,1.1,0.8800000000000001
CALCE,CS2_35,30.0,1.0604499542130021,0.964045412920911,1.1,0.8800000000000001
CALCE,CS2_35,31.0,1.0590703515513098,0.9627912286830088,1.1,0.8800000000000001
CALCE,CS2_35,32.0,1.0684316315261961,0.9713014832056328,1.1,0.8800000000000001
CALCE,CS2_35,33.0,1.069764576241007,0.9725132511281882,1.1,0.8800000000000001
CALCE,CS2_35,34.0,1.0612467360899798,0.9647697600817997,1.1,0.8800000000000001
CALCE,CS2_35,35.0,1.0528038388294765,0.9570943989358877,1.1,0.8800000000000001
CALCE,CS2_35,36.0,1.0514969839157156,0.9559063490142868,1.1,0.8800000000000001
CALCE,CS2_35,37.0,1.0507885373892558,0.9552623067175052,1.1,0.8800000000000001
CALCE,CS2_35,38.0,1.049771042431389,0.9543373113012628,1.1,0.8800000000000001
CALCE,CS2_35,39.0,1.05916552576209,0.962877750692809,1.1,0.8800000000000001
CALCE,CS2_35,40.0,1.0604562774048463,0.9640511612771329,1.1,0.8800000000000001
CALCE,CS2_35,41.0,1.057632133197537,0.9614837574523062,1.1,0.8800000000000001
CALCE,CS2_35,42.0,1.0482737033997178,0.9529760939997434,1.1,0.8800000000000001
CALCE,CS2_35,43.0,1.043392804566336,0.9485389132421237,1.1,0.8800000000000001
CALCE,CS2_35,44.0,1.0429167637310581,0.9481061488464164,1.1,0.8800000000000001
CALCE,CS2_35,45.0,1.0420172556913927,0.9472884142649024,1.1,0.8800000000000001
CALCE,CS2_35,46.0,1.0497244102947476,0.9542949184497704,1.1,0.8800000000000001
CALCE,CS2_35,47.0,1.0519062232518257,0.9562783847743869,1.1,0.8800000000000001
CALCE,CS2_35,48.0,1.056326663309842,0.9602969666453108,1.1,0.8800000000000001
CALCE,CS2_35,49.0,1.0414672148233903,0.9467883771121729,1.1,0.8800000000000001
CALCE,CS2_35,50.0,1.0410028838709957,0.9463662580645414,1.1,0.8800000000000001
CALCE,CS2_35,51.0,1.0404851130044386,0.9458955572767622,1.1,0.8800000000000001
CALCE,CS2_35,52.0,1.0392121440794764,0.9447383127995239,1.1,0.8800000000000001
CALCE,CS2_35,53.0,1.0869982407359577,0.9881802188508706,1.1,0.8800000000000001
CALCE,CS2_35,54.0,1.0806073900944038,0.9823703546312761,1.1,0.8800000000000001
CALCE,CS2_35,55.0,1.0867494055373201,0.9879540050339273,1.1,0.8800000000000001
CALCE,CS2_35,56.0,1.086558905233767,0.9877808229397881,1.1,0.8800000000000001
CALCE,CS2_35,57.0,1.0774217859911137,0.9794743509010124,1.1,0.8800000000000001
CALCE,CS2_35,58.0,1.0701682589269284,0.9728802353881166,1.1,0.8800000000000001
CALCE,CS2_35,59.0,1.06872401501102,0.9715672863736544,1.1,0.8800000000000001
CALCE,CS2_35,60.0,1.0599737580294928,0.9636125072995388,1.1,0.8800000000000001
CALCE,CS2_35,61.0,1.0609021876744713,0.9644565342495193,1.1,0.8800000000000001
CALCE,CS2_35,62.0,1.0596781797908184,0.9633437998098348,1.1,0.8800000000000001
CALCE,CS2_35,63.0,1.051177012969059,0.9556154663355081,1.1,0.8800000000000001
CALCE,CS2_35,64.0,1.0501143867903668,0.954649442536697,1.1,0.8800000000000001
CALCE,CS2_35,65.0,1.0443456535569908,0.9494051395972644,1.1,0.8800000000000001
CALCE,CS2_35,66.0,1.0435796836723814,0.9487088033385285,1.1,0.8800000000000001
CALCE,CS2_35,67.0,1.041433869950444,0.9467580635913126,1.1,0.8800000000000001
CALCE,CS2_35,68.0,1.0423264380827935,0.9475694891661758,1.1,0.8800000000000001
CALCE,CS2_35,69.0,1.0419557832376922,0.9472325302160838,1.1,0.8800000000000001
CALCE,CS2_35,70.0,1.034641962547191,0.9405836023156281,1.1,0.8800000000000001
CALCE,CS2_35,71.0,1.033443463109441,0.9394940573722189,1.1,0.8800000000000001
CALCE,CS2_35,72.0,1.0329174497809583,0.9390158634372348,1.1,0.8800000000000001
CALCE,CS2_35,73.0,1.032427234234721,0.9385702129406553,1.1,0.8800000000000001
CALCE,CS2_35,74.0,1.0256944892123414,0.932449535647583,1.1,0.8800000000000001
CALCE,CS2_35,75.0,1.0320833299509304,0.938257572682664,1.1,0.8800000000000001
CALCE,CS2_35,76.0,1.0319108981369152,0.9381008164881046,1.1,0.8800000000000001
CALCE,CS2_35,77.0,1.0313844850644613,0.9376222591495103,1.1,0.8800000000000001
CALCE,CS2_35,78.0,1.030364005884403,0.9366945508040027,1.1,0.8800000000000001
CALCE,CS2_35,79.0,1.025377354176111,0.9321612310691918,1.1,0.8800000000000001
CALCE,CS2_35,80.0,1.0253169236935857,0.9321062942668961,1.1,0.8800000000000001
CALCE,CS2_35,81.0,1.024726663592637,0.9315696941751246,1.1,0.8800000000000001
CALCE,CS2_35,82.0,1.0236789219894171,0.930617201808561,1.1,0.8800000000000001
CALCE,CS2_35,83.0,1.0230800493568315,0.930072772142574,1.1,0.8800000000000001
CALCE,CS2_35,84.0,1.022644747838547,0.9296770434895881,1.1,0.8800000000000001
CALCE,CS2_35,85.0,1.022090350109911,0.9291730455544644,1.1,0.8800000000000001
CALCE,CS2_35,86.0,1.0215154565915763,0.9286504150832511,1.1,0.8800000000000001
CALCE,CS2_35,87.0,1.0166036774510112,0.924185161319101,1.1,0.8800000000000001
CALCE,CS2_35,88.0,1.0210170534761072,0.9281973213419156,1.1,0.8800000000000001
CALCE,CS2_35,89.0,1.0157504618642084,0.9234095107856439,1.1,0.8800000000000001
CALCE,CS2_35,90.0,1.01513351153089,0.9228486468462636,1.1,0.8800000000000001
CALCE,CS2_35,91.0,1.0147884828970244,0.9225349844518402,1.1,0.8800000000000001
CALCE,CS2_35,92.0,1.0055391697840463,0.9141265179854966,1.1,0.8800000000000001
CALCE,CS2_35,93.0,1.0041149778667153,0.9128317980606502,1.1,0.8800000000000001
CALCE,CS2_35,94.0,0.998737578636572,0.9079432533059745,1.1,0.8800000000000001
CALCE,CS2_35,95.0,0.9978437616368123,0.9071306923971021,1.1,0.8800000000000001
CALCE,CS2_35,96.0,1.016196169483176,0.9238146995301599,1.1,0.8800000000000001
CALCE,CS2_35,97.0,1.0155185431841673,0.9231986756219702,1.1,0.8800000000000001
CALCE,CS2_35,98.0,1.0142635942717386,0.9220578129743078,1.1,0.8800000000000001
CALCE,CS2_35,99.0,1.0229540025325519,0.9299581841205016,1.1,0.8800000000000001
CALCE,CS2_35,100.0,1.0230958794828395,0.9300871631662176,1.1,0.8800000000000001
CALCE,CS2_35,101.0,1.0136374509856285,0.9214885918051168,1.1,0.8800000000000001
CALCE,CS2_35,102.0,1.0421101009645464,0.9473728190586784,1.1,0.8800000000000001
CALCE,CS2_35,103.0,1.0415623741167765,0.9468748855607059,1.1,0.8800000000000001
CALCE,CS2_35,104.0,1.04968097005276,0.9542554273206909,1.1,0.8800000000000001
CALCE,CS2_35,105.0,1.0502189671304398,0.954744515573127,1.1,0.8800000000000001
CALCE,CS2_35,106.0,1.0345139422619067,0.9404672202380969,1.1,0.8800000000000001
CALCE,CS2_35,107.0,1.0342058576064643,0.9401871432786039,1.1,0.8800000000000001
CALCE,CS2_35,108.0,1.0346718461028606,0.9406107691844187,1.1,0.8800000000000001
CALCE,CS2_35,109.0,1.0333621484101558,0.9394201349183234,1.1,0.8800000000000001
CALCE,CS2_35,110.0,1.0323499563117995,0.938499960283454,1.1,0.8800000000000001
CALCE,CS2_35,111.0,1.041169381175602,0.9465176192505472,1.1,0.8800000000000001
CALCE,CS2_35,112.0,1.041413811262639,0.9467398284205808,1.1,0.8800000000000001
CALCE,CS2_35,113.0,1.0316781253648284,0.9378892048771167,1.1,0.8800000000000001
CALCE,CS2_35,114.0,1.0251245508578273,0.931931409870752,1.1,0.8800000000000001
CALCE,CS2_35,115.0,1.023763200472524,0.9306938186113853,1.1,0.8800000000000001
CALCE,CS2_35,116.0,1.0230338283265104,0.9300307530241002,1.1,0.8800000000000001
CALCE,CS2_35,117.0,1.0168249863240748,0.9243863512037043,1.1,0.8800000000000001
CALCE,CS2_35,118.0,1.030891669898717,0.9371742453624698,1.1,0.8800000000000001
CALCE,CS2_35,119.0,1.031329276795845,0.9375720698144046,1.1,0.8800000000000001
CALCE,CS2_35,120.0,1.021634638883802,0.9287587626216381,1.1,0.8800000000000001
CALCE,CS2_35,121.0,1.0136929867956737,0.9215390789051578,1.1,0.8800000000000001
CALCE,CS2_35,122.0,1.0140506899752453,0.9218642636138593,1.1,0.8800000000000001
CALCE,CS2_35,123.0,1.0074247388475122,0.9158406716795564,1.1,0.8800000000000001
CALCE,CS2_35,124.0,1.0144954747798272,0.9222686134362065,1.1,0.8800000000000001
CALCE,CS2_35,125.0,1.0212361163830534,0.9283964694391394,1.1,0.8800000000000001
CALCE,CS2_35,126.0,1.021451952124413,0.9285926837494662,1.1,0.8800000000000001
CALCE,CS2_35,127.0,1.0213081491896403,0.9284619538087638,1.1,0.8800000000000001
CALCE,CS2_35,128.0,1.0210868709973369,0.9282607918157607,1.1,0.8800000000000001
CALCE,CS2_35,129.0,1.020821496166261,0.928019541969328,1.1,0.8800000000000001
CALCE,CS2_35,130.0,1.0209851531120748,0.928168321010977,1.1,0.8800000000000001
CALCE,CS2_35,131.0,1.0207928623759874,0.9279935112508976,1.1,0.8800000000000001
CALCE,CS2_35,132.0,1.0204963318712656,0.9277239380647869,1.1,0.8800000000000001
CALCE,CS2_35,133.0,1.01999324637743,0.9272665876158454,1.1,0.8800000000000001
CALCE,CS2_35,134.0,1.0159808094811242,0.9236189177101128,1.1,0.8800000000000001
CALCE,CS2_35,135.0,1.0156879607474751,0.9233526915886137,1.1,0.8800000000000001
CALCE,CS2_35,136.0,1.0155568332898595,0.9232334848089631,1.1,0.8800000000000001
CALCE,CS2_35,137.0,1.0155082828458015,0.9231893480416377,1.1,0.8800000000000001
CALCE,CS2_35,138.0,1.0154827340879053,0.9231661218980957,1.1,0.8800000000000001
CALCE,CS2_35,139.0,1.0159299792398835,0.923572708399894,1.1,0.8800000000000001
CALCE,CS2_35,140.0,1.0199768808763245,0.9272517098875677,1.1,0.8800000000000001
CALCE,CS2_35,141.0,0.9974043010955367,0.9067311828141242,1.1,0.8800000000000001
CALCE,CS2_35,142.0,0.998209455084404,0.9074631409858217,1.1,0.8800000000000001
CALCE,CS2_35,143.0,0.9965402093647885,0.9059456448770804,1.1,0.8800000000000001
CALCE,CS2_35,144.0,0.9960214937045305,0.9054740851859368,1.1,0.8800000000000001
CALCE,CS2_35,145.0,0.9946042077873745,0.9041856434430676,1.1,0.8800000000000001
CALCE,CS2_35,146.0,1.004795305155153,0.9134502774137754,1.1,0.8800000000000001
CALCE,CS2_35,147.0,1.0053419057335808,0.913947187030528,1.1,0.8800000000000001
CALCE,CS2_35,148.0,0.9892254453768154,0.8992958594334686,1.1,0.8800000000000001
CALCE,CS2_35,149.0,0.98783034801796,0.8980275891072362,1.1,0.8800000000000001
CALCE,CS2_35,150.0,0.9952966605341488,0.9048151459401352,1.1,0.8800000000000001
CALCE,CS2_35,151.0,1.0047639526301664,0.913421775118333,1.1,0.8800000000000001
CALCE,CS2_35,152.0,1.0049595061933825,0.9135995510848931,1.1,0.8800000000000001
CALCE,CS2_35,153.0,0.9888022696116783,0.8989111541924347,1.1,0.8800000000000001
CALCE,CS2_35,154.0,0.9940255990048955,0.9036596354589959,1.1,0.8800000000000001
CALCE,CS2_35,155.0,0.9943771458510681,0.9039792235009709,1.1,0.8800000000000001
CALCE,CS2_35,156.0,0.9938228623649807,0.9034753294227097,1.1,0.8800000000000001
CALCE,CS2_35,157.0,0.9946040130171476,0.904185466379225,1.1,0.8800000000000001
CALCE,CS2_35,158.0,1.0029173996364473,0.9117430905785884,1.1,0.8800000000000001
CALCE,CS2_35,159.0,1.003949832890729,0.912681666264299,1.1,0.8800000000000001
CALCE,CS2_35,160.0,0.9891224077913174,0.8992021889011976,1.1,0.8800000000000001
CALCE,CS2_35,161.0,0.9883696080131971,0.8985178254665427,1.1,0.8800000000000001
CALCE,CS2_35,162.0,0.9872901233124124,0.8975364757385567,1.1,0.8800000000000001
CALCE,CS2_35,163.0,0.9883442785612961,0.8984947986920874,1.1,0.8800000000000001
CALCE,CS2_35,164.0,0.9966089387806081,0.9060081261641891,1.1,0.8800000000000001
CALCE,CS2_35,165.0,1.0028028350588283,0.9116389409625711,1.1,0.8800000000000001
CALCE,CS2_35,166.0,1.0033508922657144,0.9121371747870131,1.1,0.8800000000000001
CALCE,CS2_35,167.0,0.98706929083246,0.8973357189385999,1.1,0.8800000000000001
CALCE,CS2_35,168.0,0.9887449288432122,0.8988590262211019,1.1,0.8800000000000001
CALCE,CS2_35,169.0,0.9951140079029389,0.9046490980935807,1.1,0.8800000000000001
CALCE,CS2_35,170.0,1.0035062231112297,0.9122783846465724,1.1,0.8800000000000001
CALCE,CS2_35,171.0,1.0036968849837669,0.9124517136216062,1.1,0.8800000000000001
CALCE,CS2_35,172.0,1.0038726042341812,0.9126114583947101,1.1,0.8800000000000001
CALCE,CS2_35,173.0,1.004058066940849,0.9127800608553172,1.1,0.8800000000000001
CALCE,CS2_35,174.0,1.0042544271517968,0.912958570137997,1.1,0.8800000000000001
CALCE,CS2_35,175.0,1.0044062991518028,0.913096635592548,1.1,0.8800000000000001
CALCE,CS2_35,176.0,1.005054048345979,0.9136854984963444,1.1,0.8800000000000001
CALCE,CS2_35,177.0,1.0052667051041921,0.9138788228219927,1.1,0.8800000000000001
CALCE,CS2_35,178.0,1.0053708950329325,0.9139735409390295,1.1,0.8800000000000001
CALCE,CS2_35,179.0,1.0053999395344748,0.9139999450313406,1.1,0.8800000000000001
CALCE,CS2_35,180.0,1.0057002734307585,0.9142729758461441,1.1,0.8800000000000001
CALCE,CS2_35,181.0,1.005801998591239,0.9143654532647626,1.1,0.8800000000000001
CALCE,CS2_35,182.0,1.0058555735209311,0.914414157746301,1.1,0.8800000000000001
CALCE,CS2_35,183.0,1.0058808273228719,0.9144371157480653,1.1,0.8800000000000001
CALCE,CS2_35,184.0,1.0060199504806921,0.9145635913460837,1.1,0.8800000000000001
CALCE,CS2_35,185.0,1.0059863017913575,0.9145330016285067,1.1,0.8800000000000001
CALCE,CS2_35,186.0,1.0059876019858538,0.9145341836235034,1.1,0.8800000000000001
CALCE,CS2_35,187.0,1.0059696126620699,0.9145178296927907,1.1,0.8800000000000001
CALCE,CS2_35,188.0,0.9963309572331707,0.9057554156665187,1.1,0.8800000000000001
CALCE,CS2_35,189.0,0.9948217445466202,0.904383404133291,1.1,0.8800000000000001
CALCE,CS2_35,190.0,0.994521028049694,0.9041100254997217,1.1,0.8800000000000001
CALCE,CS2_35,191.0,0.9883843457319411,0.8985312233926737,1.1,0.8800000000000001
CALCE,CS2_35,192.0,0.9871311328142819,0.8973919389220744,1.1,0.8800000000000001
CALCE,CS2_35,193.0,0.9961886673958846,0.9056260612689859,1.1,0.8800000000000001
CALCE,CS2_35,194.0,1.0016267542892396,0.9105697766265815,1.1,0.8800000000000001
CALCE,CS2_35,195.0,0.9973176445996305,0.9066524041814822,1.1,0.8800000000000001
CALCE,CS2_35,196.0,0.9868966354532899,0.8971787595029908,1.1,0.8800000000000001
CALCE,CS2_35,197.0,1.0267217395243768,0.9333833995676153,1.1,0.8800000000000001
CALCE,CS2_35,198.0,1.032906028770985,0.9390054807008954,1.1,0.8800000000000001
CALCE,CS2_35,199.0,1.0343203106750487,0.9402911915227715,1.1,0.8800000000000001
CALCE,CS2_35,200.0,1.0348239152996808,0.9407490139088006,1.1,0.8800000000000001
CALCE,CS2_35,201.0,1.034883663790742,0.9408033307188562,1.1,0.8800000000000001
CALCE,CS2_35,202.0,1.0347292723028745,0.9406629748207949,1.1,0.8800000000000001
CALCE,CS2_35,203.0,1.034700332868783,0.940636666244348,1.1,0.8800000000000001
CALCE,CS2_35,204.0,1.0348150427503124,0.9407409479548294,1.1,0.8800000000000001
CALCE,CS2_35,205.0,1.0345752757651585,0.9405229779683258,1.1,0.8800000000000001
CALCE,CS2_35,206.0,1.0341867641340197,0.9401697855763814,1.1,0.8800000000000001
CALCE,CS2_35,207.0,1.0338097562724637,0.9398270511567851,1.1,0.8800000000000001
CALCE,CS2_35,208.0,1.0330899756820036,0.9391727051654577,1.1,0.8800000000000001
CALCE,CS2_35,209.0,1.0328522854118536,0.938956623101685,1.1,0.8800000000000001
CALCE,CS2_35,210.0,1.0325689512084644,0.9386990465531494,1.1,0.8800000000000001
CALCE,CS2_35,211.0,1.03225089406925,0.9384099036993182,1.1,0.8800000000000001
CALCE,CS2_35,212.0,1.0321311192341007,0.9383010174855461,1.1,0.8800000000000001
CALCE,CS2_35,213.0,1.0315885726791292,0.9378077933446628,1.1,0.8800000000000001
CALCE,CS2_35,214.0,1.0228286943072558,0.9298442675520506,1.1,0.8800000000000001
CALCE,CS2_35,215.0,1.0139823002756203,0.9218020911596547,1.1,0.8800000000000001
CALCE,CS2_35,216.0,1.0144459929584733,0.9222236299622484,1.1,0.8800000000000001
CALCE,CS2_35,217.0,1.0135169611767811,0.9213790556152555,1.1,0.8800000000000001
CALCE,CS2_35,218.0,1.0071947479155545,0.9156315890141404,1.1,0.8800000000000001
CALCE,CS2_35,219.0,1.0155509633060922,0.9232281484600837,1.1,0.8800000000000001
CALCE,CS2_35,220.0,1.0210814188121677,0.9282558352837887,1.1,0.8800000000000001
CALCE,CS2_35,221.0,1.0150788689413528,0.9227989717648661,1.1,0.8800000000000001
CALCE,CS2_35,222.0,1.0051282810563014,0.9137529827784557,1.1,0.8800000000000001
CALCE,CS2_35,223.0,1.0045215691874045,0.913201426534004,1.1,0.8800000000000001
CALCE,CS2_35,224.0,0.9991076825610314,0.9082797114191195,1.1,0.8800000000000001
CALCE,CS2_35,225.0,0.9976109538495037,0.9069190489540943,1.1,0.8800000000000001
CALCE,CS2_35,226.0,1.0070068291525534,0.9154607537750484,1.1,0.8800000000000001
CALCE,CS2_35,227.0,1.0076463401746125,0.9160421274314658,1.1,0.8800000000000001
CALCE,CS2_35,228.0,0.9982191781842366,0.9074719801674878,1.1,0.8800000000000001
CALCE,CS2_35,229.0,0.9958854367500491,0.9053503970454991,1.1,0.8800000000000001
CALCE,CS2_35,230.0,0.9953109274050419,0.9048281158227653,1.1,0.8800000000000001
CALCE,CS2_35,231.0,0.9898175082935713,0.8998340984487011,1.1,0.8800000000000001
CALCE,CS2_35,232.0,0.9885376187240682,0.8986705624764255,1.1,0.8800000000000001
CALCE,CS2_35,233.0,0.9979857012611792,0.9072597284192538,1.1,0.8800000000000001
CALCE,CS2_35,234.0,1.0036791112971355,0.9124355557246686,1.1,0.8800000000000001
CALCE,CS2_35,235.0,0.9964134268898389,0.9058303880816717,1.1,0.8800000000000001
CALCE,CS2_35,236.0,0.9868981716359936,0.8971801560327214,1.1,0.8800000000000001
CALCE,CS2_35,237.0,0.9870884784415241,0.8973531622195673,1.1,0.8800000000000001
CALCE,CS2_35,238.0,0.9867313290853452,0.8970284809866774,1.1,0.8800000000000001
CALCE,CS2_35,239.0,0.9863201182207895,0.8966546529279904,1.1,0.8800000000000001
CALCE,CS2_35,240.0,0.9890539220983674,0.8991399291803339,1.1,0.8800000000000001
CALCE,CS2_35,241.0,0.9954218229371102,0.9049289299428274,1.1,0.8800000000000001
CALCE,CS2_35,242.0,0.9956969400915286,0.9051790364468442,1.1,0.8800000000000001
CALCE,CS2_35,243.0,0.9795235689846699,0.8904759718042452,1.1,0.8800000000000001
CALCE,CS2_35,244.0,0.9787960270717194,0.8898145700651994,1.1,0.8800000000000001
CALCE,CS2_35,245.0,0.9889367651412062,0.8990334228556419,1.1,0.8800000000000001
CALCE,CS2_35,246.0,0.9966287385414311,0.9060261259467555,1.1,0.8800000000000001
CALCE,CS2_35,247.0,0.9969204553538157,0.9062913230489232,1.1,0.8800000000000001
CALCE,CS2_35,248.0,0.9968583608033946,0.9062348734576314,1.1,0.8800000000000001
CALCE,CS2_35,249.0,0.9968217321450881,0.9062015746773527,1.1,0.8800000000000001
CALCE,CS2_35,250.0,0.996884635532937,0.9062587595753973,1.1,0.8800000000000001
CALCE,CS2_35,251.0,0.9968361942823105,0.9062147220748277,1.1,0.8800000000000001
CALCE,CS2_35,252.0,0.9968111573066131,0.90619196118783,1.1,0.8800000000000001
CALCE,CS2_35,253.0,0.9965887635226353,0.9059897850205775,1.1,0.8800000000000001
CALCE,CS2_35,254.0,0.9963911038295699,0.905810094390518,1.1,0.8800000000000001
CALCE,CS2_35,255.0,0.9962127681971513,0.9056479710883193,1.1,0.8800000000000001
CALCE,CS2_35,256.0,0.9960312370518538,0.9054829427744124,1.1,0.8800000000000001
CALCE,CS2_35,257.0,0.9959191105424616,0.905381009584056,1.1,0.8800000000000001
CALCE,CS2_35,258.0,0.9958409528735543,0.9053099571577766,1.1,0.8800000000000001
CALCE,CS2_35,259.0,0.9958535702850607,0.9053214275318733,1.1,0.8800000000000001
CALCE,CS2_35,260.0,0.9957174754583212,0.9051977049621102,1.1,0.8800000000000001
CALCE,CS2_35,261.0,0.9956502162522823,0.9051365602293475,1.1,0.8800000000000001
CALCE,CS2_35,262.0,0.9954229014419208,0.9049299104017461,1.1,0.8800000000000001
CALCE,CS2_35,263.0,0.9789682930662583,0.8899711755147802,1.1,0.8800000000000001
CALCE,CS2_35,264.0,0.9777512249521022,0.8888647499564565,1.1,0.8800000000000001
CALCE,CS2_35,265.0,0.9775720728454733,0.8887018844049757,1.1,0.8800000000000001
CALCE,CS2_35,266.0,0.9863157375121945,0.8966506704656313,1.1,0.8800000000000001
CALCE,CS2_35,267.0,0.9871017937768864,0.8973652670698967,1.1,0.8800000000000001
CALCE,CS2_35,268.0,0.9783507627636574,0.8894097843305976,1.1,0.8800000000000001
CALCE,CS2_35,269.0,0.9704417052615276,0.8822197320559342,1.1,0.8800000000000001
CALCE,CS2_35,270.0,0.9703653920181594,0.8821503563801448,1.1,0.8800000000000001
CALCE,CS2_35,271.0,0.9699810677212032,0.8818009706556392,1.1,0.8800000000000001
CALCE,CS2_35,272.0,0.9784245319780143,0.8894768472527401,1.1,0.8800000000000001
CALCE,CS2_35,273.0,0.9796393159290953,0.8905811962991774,1.1,0.8800000000000001
CALCE,CS2_35,274.0,0.9852947168074363,0.895722469824942,1.1,0.8800000000000001
CALCE,CS2_35,275.0,0.9689327047070245,0.8808479133700222,1.1,0.8800000000000001
CALCE,CS2_35,276.0,0.96834348327937,0.8803122575267,1.1,0.8800000000000001
CALCE,CS2_35,277.0,0.9682142883503887,0.8801948075912623,1.1,0.8800000000000001
CALCE,CS2_35,278.0,0.9685044631559417,0.8804586028690379,1.1,0.8800000000000001
CALCE,CS2_35,279.0,0.9684786166832067,0.8804351060756423,1.1,0.8800000000000001
CALCE,CS2_35,280.0,0.9778201328650258,0.8889273935136597,1.1,0.8800000000000001
CALCE,CS2_35,281.0,0.9784144960654163,0.8894677236958329,1.1,0.8800000000000001
CALCE,CS2_35,282.0,0.9692798785358708,0.8811635259417007,1.1,0.8800000000000001
CALCE,CS2_35,283.0,0.962305415273543,0.87482310479413,1.1,0.8800000000000001
CALCE,CS2_35,284.0,0.9625190325361124,0.8750173023055566,1.1,0.8800000000000001
CALCE,CS2_35,285.0,0.9619630370806096,0.8745118518914632,1.1,0.8800000000000001
CALCE,CS2_35,286.0,0.9610128335254235,0.8736480304776577,1.1,0.8800000000000001
CALCE,CS2_35,287.0,0.9700352374738228,0.8818502158852934,1.1,0.8800000000000001
CALCE,CS2_35,288.0,0.9766201259049363,0.8878364780953966,1.1,0.8800000000000001
CALCE,CS2_35,289.0,0.9711609395379545,0.8828735813981403,1.1,0.8800000000000001
CALCE,CS2_35,290.0,0.960203022157457,0.8729118383249609,1.1,0.8800000000000001
CALCE,CS2_35,291.0,0.9603708914633122,0.8730644467848292,1.1,0.8800000000000001
CALCE,CS2_35,292.0,0.9625217997267146,0.8750198179333768,1.1,0.8800000000000001
CALCE,CS2_35,293.0,0.9619549657205942,0.8745045142914493,1.1,0.8800000000000001
CALCE,CS2_35,294.0,0.9711865106879002,0.882896827898091,1.1,0.8800000000000001
CALCE,CS2_35,295.0,0.9765622594501272,0.8877838722273883,1.1,0.8800000000000001
CALCE,CS2_35,296.0,0.9766113986106715,0.8878285441915195,1.1,0.8800000000000001
CALCE,CS2_35,297.0,0.9766634216549258,0.8878758378681143,1.1,0.8800000000000001
CALCE,CS2_35,298.0,0.9766857261273997,0.8878961146612724,1.1,0.8800000000000001
CALCE,CS2_35,299.0,0.977403678699249,0.888548798817499,1.1,0.8800000000000001
CALCE,CS2_35,300.0,0.9775983373972061,0.8887257612701873,1.1,0.8800000000000001
CALCE,CS2_35,301.0,0.9777585751260944,0.888871431932813,1.1,0.8800000000000001
CALCE,CS2_35,302.0,0.9778448236736682,0.8889498397033346,1.1,0.8800000000000001
CALCE,CS2_35,303.0,0.9779059717720707,0.8890054288837006,1.1,0.8800000000000001
CALCE,CS2_35,304.0,0.977996177288193,0.8890874338983572,1.1,0.8800000000000001
