dataset,cell_id,cycle,capacity,target,rated_capacity,eol_threshold
NASA,B0005,30.0,1.804077040117352,0.902038520058676,2.0,1.6
NASA,B0005,31.0,1.8518025516704486,0.9259012758352243,2.0,1.6
NASA,B0005,32.0,1.8307038456739428,0.9153519228369714,2.0,1.6
NASA,B0005,33.0,1.8199041089501267,0.9099520544750633,2.0,1.6
NASA,B0005,34.0,1.8093079637028517,0.9046539818514259,2.0,1.6
NASA,B0005,35.0,1.80460990458052,0.90230495229026,2.0,1.6
NASA,B0005,36.0,1.7993770651972192,0.8996885325986096,2.0,1.6
NASA,B0005,37.0,1.7884432335370462,0.8942216167685231,2.0,1.6
NASA,B0005,38.0,1.7829230484252723,0.8914615242126361,2.0,1.6
NASA,B0005,39.0,1.7730337158018288,0.8865168579009144,2.0,1.6
NASA,B0005,40.0,1.773037755078937,0.8865188775394685,2.0,1.6
NASA,B0005,41.0,1.7678721106662054,0.8839360553331027,2.0,1.6
NASA,B0005,42.0,1.7623150704093087,0.8811575352046543,2.0,1.6
NASA,B0005,43.0,1.7676172924938447,0.8838086462469223,2.0,1.6
NASA,B0005,44.0,1.762668359743147,0.8813341798715735,2.0,1.6
NASA,B0005,45.0,1.7517304870664143,0.8758652435332072,2.0,1.6
NASA,B0005,46.0,1.7418496047960008,0.8709248023980004,2.0,1.6
NASA,B0005,47.0,1.7360913511847138,0.8680456755923569,2.0,1.6
NASA,B0005,48.0,1.7936240148573608,0.8968120074286804,2.0,1.6
NASA,B0005,49.0,1.7831890223273275,0.8915945111636637,2.0,1.6
NASA,B0005,50.0,1.7673642076278957,0.8836821038139479,2.0,1.6
NASA,B0005,51.0,1.7570177850353066,0.8785088925176533,2.0,1.6
NASA,B0005,52.0,1.7468706179837907,0.8734353089918954,2.0,1.6
NASA,B0005,53.0,1.7417172507457144,0.8708586253728572,2.0,1.6
NASA,B0005,54.0,1.7364225056478186,0.8682112528239093,2.0,1.6
NASA,B0005,55.0,1.7263217239235826,0.8631608619617913,2.0,1.6
NASA,B0005,56.0,1.7158065389330133,0.8579032694665066,2.0,1.6
NASA,B0005,57.0,1.710533351135192,0.855266675567596,2.0,1.6
NASA,B0005,58.0,1.706014499648521,0.8530072498242605,2.0,1.6
NASA,B0005,59.0,1.7003110272642588,0.8501555136321294,2.0,1.6
NASA,B0005,60.0,1.6945798601797895,0.8472899300898947,2.0,1.6
NASA,B0005,61.0,1.6849029086609286,0.8424514543304643,2.0,1.6
NASA,B0005,62.0,1.6744741591159717,0.8372370795579859,2.0,1.6
NASA,B0005,63.0,1.6745692479879102,0.8372846239939551,2.0,1.6
NASA,B0005,64.0,1.663716375981405,0.8318581879907025,2.0,1.6
NASA,B0005,65.0,1.659013868748246,0.829506934374123,2.0,1.6
NASA,B0005,66.0,1.6538540573335014,0.8269270286667507,2.0,1.6
NASA,B0005,67.0,1.642653782130131,0.8213268910650655,2.0,1.6
NASA,B0005,68.0,1.6378578430223698,0.8189289215111849,2.0,1.6
NASA,B0005,69.0,1.6327350407099108,0.8163675203549554,2.0,1.6
NASA,B0005,70.0,1.6277528915533617,0.8138764457766808,2.0,1.6
NASA,B0005,71.0,1.622125485521159,0.8110627427605795,2.0,1.6
NASA,B0005,72.0,1.6113256603765849,0.8056628301882924,2.0,1.6
NASA,B0005,73.0,1.6065631397488385,0.8032815698744192,2.0,1.6
NASA,B0005,74.0,1.6015142233917594,0.8007571116958797,2.0,1.6
NASA,B0005,75.0,1.590369231400328,0.795184615700164,2.0,1.6
NASA,B0005,76.0,1.5857889968242211,0.7928944984121106,2.0,1.6
NASA,B0005,77.0,1.5849430707374117,0.7924715353687058,2.0,1.6
NASA,B0005,78.0,1.5955263892495937,0.7977631946247968,2.0,1.6
NASA,B0005,79.0,1.5747301747801037,0.7873650873900518,2.0,1.6
NASA,B0005,80.0,1.5649019950937946,0.7824509975468973,2.0,1.6
NASA,B0005,81.0,1.5597659473370362,0.7798829736685181,2.0,1.6
NASA,B0005,82.0,1.5594815668184234,0.7797407834092117,2.0,1.6
NASA,B0005,83.0,1.55468935359061,0.777344676795305,2.0,1.6
NASA,B0005,84.0,1.5488741079890418,0.7744370539945209,2.0,1.6
NASA,B0005,85.0,1.538236598942558,0.769118299471279,2.0,1.6
NASA,B0005,86.0,1.527914258251028,0.763957129125514,2.0,1.6
NASA,B0005,87.0,1.5285252629756445,0.7642626314878223,2.0,1.6
NASA,B0005,88.0,1.522647325284378,0.761323662642189,2.0,1.6
NASA,B0005,89.0,1.5174859938489869,0.7587429969244934,2.0,1.6
NASA,B0005,90.0,1.605818899130659,0.8029094495653295,2.0,1.6
NASA,B0005,91.0,1.5638491446744425,0.7819245723372212,2.0,1.6
NASA,B0005,92.0,1.5480915247767786,0.7740457623883893,2.0,1.6
NASA,B0005,93.0,1.5323755631868592,0.7661877815934296,2.0,1.6
NASA,B0005,94.0,1.5269528268489705,0.7634764134244852,2.0,1.6
NASA,B0005,95.0,1.5169573017136326,0.7584786508568163,2.0,1.6
NASA,B0005,96.0,1.5118975960142693,0.7559487980071347,2.0,1.6
NASA,B0005,97.0,1.5065638960681105,0.7532819480340552,2.0,1.6
NASA,B0005,98.0,1.5015453526671363,0.7507726763335681,2.0,1.6
NASA,B0005,99.0,1.4908444050400238,0.7454222025200119,2.0,1.6
NASA,B0005,100.0,1.485868384561201,0.7429341922806005,2.0,1.6
NASA,B0005,101.0,1.480413677976106,0.740206838988053,2.0,1.6
NASA,B0005,102.0,1.4752095869031632,0.7376047934515816,2.0,1.6
NASA,B0005,103.0,1.4859035988304024,0.7429517994152012,2.0,1.6
NASA,B0005,104.0,1.4960918298136696,0.7480459149068348,2.0,1.6
NASA,B0005,105.0,1.4808005946928984,0.7404002973464492,2.0,1.6
NASA,B0005,106.0,1.4697543268466824,0.7348771634233412,2.0,1.6
NASA,B0005,107.0,1.4539012274845928,0.7269506137422964,2.0,1.6
NASA,B0005,108.0,1.4541462067235693,0.7270731033617847,2.0,1.6
NASA,B0005,109.0,1.455023751906683,0.7275118759533415,2.0,1.6
NASA,B0005,110.0,1.449042163761236,0.724521081880618,2.0,1.6
NASA,B0005,111.0,1.4386709371480566,0.7193354685740283,2.0,1.6
NASA,B0005,112.0,1.433445432156979,0.7167227160784895,2.0,1.6
NASA,B0005,113.0,1.4333958900838095,0.7166979450419048,2.0,1.6
NASA,B0005,114.0,1.42806487344776,0.71403243672388,2.0,1.6
NASA,B0005,115.0,1.4229203181741186,0.7114601590870593,2.0,1.6
NASA,B0005,116.0,1.417429032731308,0.708714516365654,2.0,1.6
NASA,B0005,117.0,1.412409228794446,0.706204614397223,2.0,1.6
NASA,B0005,118.0,1.412578792940193,0.7062893964700965,2.0,1.6
NASA,B0005,119.0,1.4075983731469897,0.7037991865734948,2.0,1.6
NASA,B0005,120.0,1.4333920485221476,0.7166960242610738,2.0,1.6
NASA,B0005,121.0,1.4382550176792908,0.7191275088396454,2.0,1.6
NASA,B0005,122.0,1.4173547174485526,0.7086773587242763,2.0,1.6
NASA,B0005,123.0,1.406981663677643,0.7034908318388216,2.0,1.6
NASA,B0005,124.0,1.4012037783587625,0.7006018891793813,2.0,1.6
NASA,B0005,125.0,1.3967008232726328,0.6983504116363164,2.0,1.6
NASA,B0005,126.0,1.391284788852726,0.695642394426363,2.0,1.6
NASA,B0005,127.0,1.3862287677978349,0.6931143838989174,2.0,1.6
NASA,B0005,128.0,1.3804366761974138,0.6902183380987069,2.0,1.6
NASA,B0005,129.0,1.3752364150256224,0.6876182075128112,2.0,1.6
NASA,B0005,130.0,1.3705128024895008,0.6852564012447504,2.0,1.6
NASA,B0005,131.0,1.3705085566270399,0.6852542783135199,2.0,1.6
NASA,B0005,132.0,1.3647355108681518,0.6823677554340759,2.0,1.6
NASA,B0005,133.0,1.375392016895762,0.687696008447881,2.0,1.6
NASA,B0005,134.0,1.3861115151535393,0.6930557575767696,2.0,1.6
NASA,B0005,135.0,1.3698500035838939,0.6849250017919469,2.0,1.6
NASA,B0005,136.0,1.3647827949260758,0.6823913974630379,2.0,1.6
NASA,B0005,137.0,1.3543220466259964,0.6771610233129982,2.0,1.6
NASA,B0005,138.0,1.3546417018378962,0.6773208509189481,2.0,1.6
NASA,B0005,139.0,1.3547039213192407,0.6773519606596203,2.0,1.6
NASA,B0005,140.0,1.349314997503458,0.674657498751729,2.0,1.6
NASA,B0005,141.0,1.3441891937970554,0.6720945968985277,2.0,1.6
NASA,B0005,142.0,1.3389913790695755,0.6694956895347878,2.0,1.6
NASA,B0005,143.0,1.3389145230206971,0.6694572615103486,2.0,1.6
NASA,B0005,144.0,1.3340066759761655,0.6670033379880828,2.0,1.6
NASA,B0005,145.0,1.3286444309174914,0.6643222154587457,2.0,1.6
NASA,B0005,146.0,1.3231708992276219,0.6615854496138109,2.0,1.6
NASA,B0005,147.0,1.3181691588445197,0.6590845794222598,2.0,1.6
NASA,B0005,148.0,1.3184664436640334,0.6592332218320167,2.0,1.6
NASA,B0005,149.0,1.318293040102702,0.659146520051351,2.0,1.6
NASA,B0005,150.0,1.323872422244268,0.661936211122134,2.0,1.6
NASA,B0005,151.0,1.3601216766554785,0.6800608383277392,2.0,1.6
NASA,B0005,152.0,1.3395306867947354,0.6697653433973677,2.0,1.6
NASA,B0005,153.0,1.3290286565120697,0.6645143282560348,2.0,1.6
NASA,B0005,154.0,1.3236741274998955,0.6618370637499478,2.0,1.6
NASA,B0005,155.0,1.318633896753293,0.6593169483766465,2.0,1.6
NASA,B0005,156.0,1.3134751321324272,0.6567375660662136,2.0,1.6
NASA,B0005,157.0,1.3132020634442203,0.6566010317221102,2.0,1.6
NASA,B0005,158.0,1.3077959946944353,0.6538979973472177,2.0,1.6
NASA,B0005,159.0,1.3030329186405918,0.6515164593202959,2.0,1.6
NASA,B0005,160.0,1.3033573559038205,0.6516786779519103,2.0,1.6
NASA,B0005,161.0,1.3034100438655642,0.6517050219327821,2.0,1.6
NASA,B0005,162.0,1.2978870806495706,0.6489435403247853,2.0,1.6
NASA,B0005,163.0,1.2980735056918902,0.6490367528459451,2.0,1.6
NASA,B0005,164.0,1.293463613844243,0.6467318069221215,2.0,1.6
NASA,B0005,165.0,1.288003392619118,0.644001696309559,2.0,1.6
NASA,B0005,166.0,1.2874525221379407,0.6437262610689704,2.0,1.6
NASA,B0005,167.0,1.3090153642307354,0.6545076821153677,2.0,1.6
NASA,B0005,168.0,1.3250793286429356,0.6625396643214678,2.0,1.6
NASA,B0006,1.0,2.035337591005598,1.017668795502799,2.0,1.6
NASA,B0006,2.0,2.0251402460314116,1.0125701230157058,2.0,1.6
NASA,B0006,3.0,2.013326371345464,1.006663185672732,2.0,1.6
NASA,B0006,4.0,2.0132846655407413,1.0066423327703706,2.0,1.6
NASA,B0006,5.0,2.000528337624771,1.0002641688123854,2.0,1.6
NASA,B0006,6.0,2.0138990759931645,1.0069495379965823,2.0,1.6
NASA,B0006,7.0,2.013101105626967,1.0065505528134835,2.0,1.6
NASA,B0006,8.0,1.9687898262728398,0.9843949131364199,2.0,1.6
NASA,B0006,9.0,1.9681661764334244,0.9840830882167122,2.0,1.6
NASA,B0006,10.0,1.9572307917560536,0.9786153958780268,2.0,1.6
NASA,B0006,11.0,1.9455991514129352,0.9727995757064676,2.0,1.6
NASA,B0006,12.0,1.9347505044841131,0.9673752522420566,2.0,1.6
NASA,B0006,13.0,1.9232799539368028,0.9616399769684014,2.0,1.6
NASA,B0006,14.0,1.911889930948487,0.9559449654742435,2.0,1.6
NASA,B0006,15.0,1.9010667141979305,0.9505333570989652,2.0,1.6
NASA,B0006,16.0,1.8891989948061458,0.9445994974030729,2.0,1.6
NASA,B0006,17.0,1.878278372248849,0.9391391861244245,2.0,1.6
NASA,B0006,18.0,1.8675697161520206,0.9337848580760103,2.0,1.6
NASA,B0006,19.0,1.8675892574453767,0.9337946287226884,2.0,1.6
NASA,B0006,20.0,1.979626548250818,0.989813274125409,2.0,1.6
NASA,B0006,21.0,1.9575499080884022,0.9787749540442011,2.0,1.6
NASA,B0006,22.0,1.9458150170787551,0.9729075085393776,2.0,1.6
NASA,B0006,23.0,1.9242461121680094,0.9621230560840047,2.0,1.6
NASA,B0006,24.0,1.9459811331421641,0.9729905665710821,2.0,1.6
NASA,B0006,25.0,1.901407930553079,0.9507039652765396,2.0,1.6
NASA,B0006,26.0,1.878674213680085,0.9393371068400425,2.0,1.6
NASA,B0006,27.0,1.8683061328264219,0.9341530664132109,2.0,1.6
NASA,B0006,28.0,1.8560244070082998,0.9280122035041499,2.0,1.6
NASA,B0006,29.0,1.8451997961855777,0.9225998980927889,2.0,1.6
NASA,B0006,30.0,1.857228890885317,0.9286144454426585,2.0,1.6
NASA,B0006,31.0,1.9247760889090635,0.9623880444545317,2.0,1.6
NASA,B0006,32.0,1.8822317526092551,0.9411158763046276,2.0,1.6
NASA,B0006,33.0,1.855276687885587,0.9276383439427935,2.0,1.6
NASA,B0006,34.0,1.8392508917181876,0.9196254458590938,2.0,1.6
NASA,B0006,35.0,1.8185396073994429,0.9092698036997214,2.0,1.6
NASA,B0006,36.0,1.8134770059567056,0.9067385029783528,2.0,1.6
NASA,B0006,37.0,1.7971018450305436,0.8985509225152718,2.0,1.6
NASA,B0006,38.0,1.7810046294120476,0.8905023147060238,2.0,1.6
NASA,B0006,39.0,1.7710130422682329,0.8855065211341164,2.0,1.6
NASA,B0006,40.0,1.7604712448170943,0.8802356224085471,2.0,1.6
NASA,B0006,41.0,1.7502913788006587,0.8751456894003293,2.0,1.6
NASA,B0006,42.0,1.7394925037732578,0.8697462518866289,2.0,1.6
NASA,B0006,43.0,1.7546766553637203,0.8773383276818602,2.0,1.6
NASA,B0006,44.0,1.7659390941842175,0.8829695470921087,2.0,1.6
NASA,B0006,45.0,1.7337887419624838,0.8668943709812419,2.0,1.6
NASA,B0006,46.0,1.713325912040734,0.856662956020367,2.0,1.6
NASA,B0006,47.0,1.7024077813673466,0.8512038906836733,2.0,1.6
NASA,B0006,48.0,1.82371946178183,0.911859730890915,2.0,1.6
NASA,B0006,49.0,1.8081284050314708,0.9040642025157354,2.0,1.6
NASA,B0006,50.0,1.7757610945034283,0.8878805472517142,2.0,1.6
NASA,B0006,51.0,1.7447409841836798,0.8723704920918399,2.0,1.6
NASA,B0006,52.0,1.729207034132373,0.8646035170661865,2.0,1.6
NASA,B0006,53.0,1.7081086552553244,0.8540543276276622,2.0,1.6
NASA,B0006,54.0,1.6975954237461768,0.8487977118730884,2.0,1.6
NASA,B0006,55.0,1.6820634524029463,0.8410317262014732,2.0,1.6
NASA,B0006,56.0,1.6714768322295086,0.8357384161147543,2.0,1.6
NASA,B0006,57.0,1.6607591387047655,0.8303795693523828,2.0,1.6
NASA,B0006,58.0,1.651121015038069,0.8255605075190345,2.0,1.6
NASA,B0006,59.0,1.6401349256190927,0.8200674628095463,2.0,1.6
NASA,B0006,60.0,1.6291999416165441,0.8145999708082721,2.0,1.6
NASA,B0006,61.0,1.6088496302961666,0.8044248151480833,2.0,1.6
NASA,B0006,62.0,1.6035244898969248,0.8017622449484624,2.0,1.6
NASA,B0006,63.0,1.5989712144027983,0.7994856072013992,2.0,1.6
NASA,B0006,64.0,1.5876273123575604,0.7938136561787802,2.0,1.6
NASA,B0006,65.0,1.5829719744686166,0.7914859872343083,2.0,1.6
NASA,B0006,66.0,1.567137636713563,0.7835688183567815,2.0,1.6
NASA,B0006,67.0,1.5613446139713882,0.7806723069856941,2.0,1.6
NASA,B0006,68.0,1.5511711892790419,0.7755855946395209,2.0,1.6
NASA,B0006,69.0,1.5406741606295171,0.7703370803147586,2.0,1.6
NASA,B0006,70.0,1.5253138744624433,0.7626569372312216,2.0,1.6
NASA,B0006,71.0,1.5301570318067428,0.7650785159033714,2.0,1.6
NASA,B0006,72.0,1.5246566834474087,0.7623283417237043,2.0,1.6
NASA,B0006,73.0,1.5145492986655427,0.7572746493327713,2.0,1.6
NASA,B0006,74.0,1.509391504602082,0.754695752301041,2.0,1.6
NASA,B0006,75.0,1.5039974333050705,0.7519987166525353,2.0,1.6
NASA,B0006,76.0,1.4935201918040188,0.7467600959020094,2.0,1.6
NASA,B0006,77.0,1.4876323024497422,0.7438161512248711,2.0,1.6
NASA,B0006,78.0,1.5302876214401704,0.7651438107200852,2.0,1.6
NASA,B0006,79.0,1.5040760088360112,0.7520380044180056,2.0,1.6
NASA,B0006,80.0,1.4887593608730894,0.7443796804365447,2.0,1.6
NASA,B0006,81.0,1.4782779285546637,0.7391389642773318,2.0,1.6
NASA,B0006,82.0,1.478459982215684,0.739229991107842,2.0,1.6
NASA,B0006,83.0,1.473214844899973,0.7366074224499864,2.0,1.6
NASA,B0006,84.0,1.4675164935067897,0.7337582467533948,2.0,1.6
NASA,B0006,85.0,1.4516292657521335,0.7258146328760667,2.0,1.6
NASA,B0006,86.0,1.4519237720967177,0.7259618860483589,2.0,1.6
NASA,B0006,87.0,1.4471484694777745,0.7235742347388873,2.0,1.6
NASA,B0006,88.0,1.4468538105659885,0.7234269052829942,2.0,1.6
NASA,B0006,89.0,1.4416741930284678,0.7208370965142339,2.0,1.6
NASA,B0006,90.0,1.5935866593100128,0.7967933296550064,2.0,1.6
NASA,B0006,91.0,1.5463902376915637,0.7731951188457818,2.0,1.6
NASA,B0006,92.0,1.51470559175661,0.757352795878305,2.0,1.6
NASA,B0006,93.0,1.4989786083335404,0.7494893041667702,2.0,1.6
NASA,B0006,94.0,1.4831110745410492,0.7415555372705246,2.0,1.6
NASA,B0006,95.0,1.4729664825468278,0.7364832412734139,2.0,1.6
NASA,B0006,96.0,1.4627604396099307,0.7313802198049654,2.0,1.6
NASA,B0006,97.0,1.4518364681062514,0.7259182340531257,2.0,1.6
NASA,B0006,98.0,1.4468670644030392,0.7234335322015196,2.0,1.6
NASA,B0006,99.0,1.441380399427779,0.7206901997138895,2.0,1.6
NASA,B0006,100.0,1.431210744960774,0.715605372480387,2.0,1.6
NASA,B0006,101.0,1.4260247179525716,0.7130123589762858,2.0,1.6
NASA,B0006,102.0,1.420487649966195,0.7102438249830975,2.0,1.6
NASA,B0006,103.0,1.4207006230355006,0.7103503115177503,2.0,1.6
NASA,B0006,104.0,1.452255804330839,0.7261279021654194,2.0,1.6
NASA,B0006,105.0,1.431557632772571,0.7157788163862855,2.0,1.6
NASA,B0006,106.0,1.415015751158943,0.7075078755794715,2.0,1.6
NASA,B0006,107.0,1.4097311506517451,0.7048655753258726,2.0,1.6
NASA,B0006,108.0,1.404917318129309,0.7024586590646545,2.0,1.6
NASA,B0006,109.0,1.395164296571563,0.6975821482857815,2.0,1.6
NASA,B0006,110.0,1.3945343832614077,0.6972671916307038,2.0,1.6
NASA,B0006,111.0,1.3893171179312644,0.6946585589656322,2.0,1.6
NASA,B0006,112.0,1.3838379472327809,0.6919189736163904,2.0,1.6
NASA,B0006,113.0,1.3736814238195123,0.6868407119097562,2.0,1.6
NASA,B0006,114.0,1.3786059891863676,0.6893029945931838,2.0,1.6
NASA,B0006,115.0,1.3737600299108574,0.6868800149554287,2.0,1.6
NASA,B0006,116.0,1.3682580583942712,0.6841290291971356,2.0,1.6
NASA,B0006,117.0,1.3633024037317505,0.6816512018658752,2.0,1.6
NASA,B0006,118.0,1.3580966140172601,0.6790483070086301,2.0,1.6
NASA,B0006,119.0,1.353269090999531,0.6766345454997655,2.0,1.6
NASA,B0006,120.0,1.3841605738237488,0.6920802869118744,2.0,1.6
NASA,B0006,121.0,1.4051467790651473,0.7025733895325736,2.0,1.6
NASA,B0006,122.0,1.378719022627353,0.6893595113136765,2.0,1.6
NASA,B0006,123.0,1.3682657783199066,0.6841328891599533,2.0,1.6
NASA,B0006,124.0,1.3573151296618016,0.6786575648309008,2.0,1.6
NASA,B0006,125.0,1.3524934638801596,0.6762467319400798,2.0,1.6
NASA,B0006,126.0,1.3474099151661236,0.6737049575830618,2.0,1.6
NASA,B0006,127.0,1.3370075130842318,0.6685037565421159,2.0,1.6
NASA,B0006,128.0,1.3312352966718526,0.6656176483359263,2.0,1.6
NASA,B0006,129.0,1.3259303781727643,0.6629651890863821,2.0,1.6
NASA,B0006,130.0,1.321578743867529,0.6607893719337645,2.0,1.6
NASA,B0006,131.0,1.321225074066109,0.6606125370330544,2.0,1.6
NASA,B0006,132.0,1.3156485301862682,0.6578242650931341,2.0,1.6
NASA,B0006,133.0,1.3209025697502388,0.6604512848751194,2.0,1.6
NASA,B0006,134.0,1.3474328767273906,0.6737164383636953,2.0,1.6
NASA,B0006,135.0,1.3260128072353616,0.6630064036176808,2.0,1.6
NASA,B0006,136.0,1.3101186784831063,0.6550593392415531,2.0,1.6
NASA,B0006,137.0,1.30521620229393,0.652608101146965,2.0,1.6
NASA,B0006,138.0,1.3004061951355774,0.6502030975677887,2.0,1.6
NASA,B0006,139.0,1.300235735841116,0.650117867920558,2.0,1.6
NASA,B0006,140.0,1.2895066722480755,0.6447533361240377,2.0,1.6
NASA,B0006,141.0,1.279253057384795,0.6396265286923974,2.0,1.6
NASA,B0006,142.0,1.2792078171714618,0.6396039085857309,2.0,1.6
NASA,B0006,143.0,1.274036760902923,0.6370183804514615,2.0,1.6
NASA,B0006,144.0,1.2741273923001468,0.6370636961500734,2.0,1.6
NASA,B0006,145.0,1.2637639426440779,0.6318819713220389,2.0,1.6
NASA,B0006,146.0,1.2581373688955233,0.6290686844477617,2.0,1.6
NASA,B0006,147.0,1.253259864055301,0.6266299320276505,2.0,1.6
NASA,B0006,148.0,1.2532313315493426,0.6266156657746713,2.0,1.6
NASA,B0006,149.0,1.2480874960313577,0.6240437480156789,2.0,1.6
NASA,B0006,150.0,1.2534354284944844,0.6267177142472422,2.0,1.6
NASA,B0006,151.0,1.2898048773266901,0.6449024386633451,2.0,1.6
NASA,B0006,152.0,1.2635402021758835,0.6317701010879417,2.0,1.6
NASA,B0006,153.0,1.2479761706842853,0.6239880853421427,2.0,1.6
NASA,B0006,154.0,1.2321202877943334,0.6160601438971667,2.0,1.6
NASA,B0006,155.0,1.2271137666213534,0.6135568833106767,2.0,1.6
NASA,B0006,156.0,1.2217397581377356,0.6108698790688678,2.0,1.6
NASA,B0006,157.0,1.211102678915174,0.605551339457587,2.0,1.6
NASA,B0006,158.0,1.2056159765131735,0.6028079882565868,2.0,1.6
NASA,B0006,159.0,1.2008936262717274,0.6004468131358637,2.0,1.6
NASA,B0006,160.0,1.1905903985558335,0.5952951992779167,2.0,1.6
NASA,B0006,161.0,1.185179251041941,0.5925896255209705,2.0,1.6
NASA,B0006,162.0,1.1796706818144624,0.5898353409072312,2.0,1.6
NASA,B0006,163.0,1.1745952836753915,0.5872976418376957,2.0,1.6
NASA,B0006,164.0,1.15381833159625,0.576909165798125,2.0,1.6
NASA,B0006,165.0,1.1644009557372264,0.5822004778686132,2.0,1.6
NASA,B0006,166.0,1.1587974947916069,0.5793987473958034,2.0,1.6
NASA,B0006,167.0,1.1749748834769171,0.5874874417384586,2.0,1.6
NASA,B0006,168.0,1.1856752327929356,0.5928376163964678,2.0,1.6
NASA,B0007,1.0,1.89105229539079,0.945526147695395,2.0,1.6
NASA,B0007,2.0,1.880637027686859,0.9403185138434295,2.0,1.6
NASA,B0007,3.0,1.8806626717011388,0.9403313358505694,2.0,1.6
NASA,B0007,4.0,1.8807709009833444,0.9403854504916722,2.0,1.6
NASA,B0007,5.0,1.8794508728285058,0.9397254364142529,2.0,1.6
NASA,B0007,6.0,1.8807003517117404,0.9403501758558702,2.0,1.6
NASA,B0007,7.0,1.8799352523566075,0.9399676261783038,2.0,1.6
NASA,B0007,8.0,1.8815088124038797,0.9407544062019398,2.0,1.6
NASA,B0007,9.0,1.8696907870385844,0.9348453935192922,2.0,1.6
NASA,B0007,10.0,1.870052380139199,0.9350261900695995,2.0,1.6
NASA,B0007,11.0,1.8700442394188577,0.9350221197094288,2.0,1.6
NASA,B0007,12.0,1.8596518987766364,0.9298259493883182,2.0,1.6
NASA,B0007,13.0,1.8590746560862206,0.9295373280431103,2.0,1.6
NASA,B0007,14.0,1.8590084577709232,0.9295042288854616,2.0,1.6
NASA,B0007,15.0,1.8593622586957048,0.9296811293478524,2.0,1.6
NASA,B0007,16.0,1.8587355450601035,0.9293677725300518,2.0,1.6
NASA,B0007,17.0,1.847817291322145,0.9239086456610724,2.0,1.6
NASA,B0007,18.0,1.8485252916137047,0.9242626458068524,2.0,1.6
NASA,B0007,19.0,1.848378951850034,0.924189475925017,2.0,1.6
NASA,B0007,20.0,1.8807805437609766,0.9403902718804883,2.0,1.6
NASA,B0007,21.0,1.8814721597443598,0.9407360798721799,2.0,1.6
NASA,B0007,22.0,1.8810954313244785,0.9405477156622393,2.0,1.6
NASA,B0007,23.0,1.8710089649779995,0.9355044824889998,2.0,1.6
NASA,B0007,24.0,1.8701995151941375,0.9350997575970688,2.0,1.6
NASA,B0007,25.0,1.8706715362800985,0.9353357681400493,2.0,1.6
NASA,B0007,26.0,1.8596124644020169,0.9298062322010084,2.0,1.6
NASA,B0007,27.0,1.860033909718346,0.930016954859173,2.0,1.6
NASA,B0007,28.0,1.8591653109160768,0.9295826554580384,2.0,1.6
NASA,B0007,29.0,1.8481398178778288,0.9240699089389144,2.0,1.6
NASA,B0007,30.0,1.849201702126164,0.924600851063082,2.0,1.6
NASA,B0007,31.0,1.8834677437950846,0.9417338718975423,2.0,1.6
NASA,B0007,32.0,1.8628211117905844,0.9314105558952922,2.0,1.6
NASA,B0007,33.0,1.852085039652352,0.926042519826176,2.0,1.6
NASA,B0007,34.0,1.8469504648208708,0.9234752324104354,2.0,1.6
