dataset,test_cell,cycle,alpha,trend,residual,residual_compensation,soh_pred,soh_true
CALCE,CS2_35,56.0,0.048930023,0.9877808094024658,-0.0003311330656429884,-1.6202348473445736e-05,0.9877646070539924,0.9794743509010124
CALCE,CS2_35,57.0,0.04337499,0.9794743657112122,-0.00033004782205892785,-1.4315820711268446e-05,0.9794600498905008,0.9728802353881166
CALCE,CS2_35,58.0,0.04499788,0.9728802442550659,-0.00032629741898670267,-1.4682691572879536e-05,0.972865561563493,0.9715672863736544
CALCE,CS2_35,59.0,0.04755988,0.9715672731399536,-0.0003240831155323573,-1.5413353994070168e-05,0.9715518597859596,0.9636125072995388
CALCE,CS2_35,60.0,0.06224479,0.9636124968528748,-0.00031691246736317846,-1.972615046666319e-05,0.9635927707024081,0.9644565342495192
CALCE,CS2_35,61.0,0.079436146,0.9644565582275391,-0.0003190851679313253,-2.5346895897797945e-05,0.9644312113316412,0.9633437998098348
CALCE,CS2_35,62.0,0.09246394,0.9633437991142273,-0.0003218092761344618,-2.975575372287267e-05,0.9633140433605044,0.955615466335508
CALCE,CS2_35,63.0,0.13392329,0.9556154608726501,-0.00031775405625868863,-4.25546693113683e-05,0.9555729062033388,0.954649442536697
CALCE,CS2_35,64.0,0.11490531,0.9546494483947754,-0.0003206713626640739,-3.6846843187175896e-05,0.9546126015515882,0.9494051395972644
CALCE,CS2_35,65.0,0.15869051,0.9494051337242126,-0.0003194450487069428,-5.069289839277469e-05,0.9493544408258199,0.9487088033385284
CALCE,CS2_35,66.0,0.20828706,0.9487088322639465,-0.00032181537427738993,-6.702997825495785e-05,0.9486418022856916,0.9467580635913126
CALCE,CS2_35,67.0,0.28207567,0.9467580914497375,-0.0003230196445771216,-9.11159837467047e-05,0.9466669754659909,0.9475694891661758
CALCE,CS2_35,68.0,0.51610035,0.9475694894790649,-0.00032649508916043207,-0.00016850422882323506,0.9474009852502417,0.9472325302160838
CALCE,CS2_35,69.0,0.49789757,0.9472325444221497,-0.00032813548960809735,-0.00016337786138567067,0.947069166560764,0.940583602315628
CALCE,CS2_35,70.0,0.53072375,0.9405835866928101,-0.00032505791497227515,-0.00017251595579346663,0.9404110707370166,0.9394940573722188
CALCE,CS2_35,71.0,0.52502203,0.9394940733909607,-0.0003259238964394978,-0.00017111722569399142,0.9393229561652667,0.9390158634372348
CALCE,CS2_35,72.0,0.49073476,0.9390158653259277,-0.0003270732834528764,-0.00016050622794704046,0.9388553590979807,0.9385702129406552
CALCE,CS2_35,73.0,0.45604566,0.9385702013969421,-0.00032802215449249245,-0.00014959307908608482,0.938420608317856,0.932449535647583
CALCE,CS2_35,74.0,0.46947628,0.9324495196342468,-0.0003241886359907284,-0.00015219887568498563,0.9322973207585619,0.938257572682664
CALCE,CS2_35,75.0,0.4101194,0.9382575750350952,-0.0003296935425405184,-0.000135213722574945,0.9381223613125202,0.9381008164881046
CALCE,CS2_35,76.0,0.40105042,0.9381008148193359,-0.00033026039880425934,-0.00013245107119251774,0.9379683637481434,0.9376222591495104
CALCE,CS2_35,77.0,0.38039663,0.9376222491264343,-0.0003303277042336142,-0.00012565554691982037,0.9374965935795145,0.9366945508040028
CALCE,CS2_35,78.0,0.33219627,0.9366945624351501,-0.00033033637714800085,-0.00010973651083384167,0.9365848259243164,0.9321612310691918
CALCE,CS2_35,79.0,0.34125063,0.9321612119674683,-0.0003292707379641685,-0.00011236384618900151,0.9320488481212793,0.932106294266896
CALCE,CS2_35,80.0,0.31287816,0.9321063160896301,-0.00032935394373656557,-0.0001030476564546586,0.9320032684331755,0.9315696941751246
CALCE,CS2_35,81.0,0.3102619,0.9315696954727173,-0.00032941749993730535,-0.00010220570113457164,0.9314674897715827,0.930617201808561
CALCE,CS2_35,82.0,0.30461785,0.9306172132492065,-0.00032928614142149065,-0.00010030643708415367,0.9305169068121224,0.930072772142574
CALCE,CS2_35,83.0,0.30557698,0.9300727844238281,-0.0003293826275940423,-0.00010065174864219618,0.929972132675186,0.929677043489588
CALCE,CS2_35,84.0,0.29880187,0.9296770691871643,-0.0003297913386845139,-9.854226842972485e-05,0.9295785269187345,0.9291730455544644
CALCE,CS2_35,85.0,0.26430994,0.9291730523109436,-0.00033002157745862237,-8.722798423521836e-05,0.9290858243267084,0.9286504150832512
CALCE,CS2_35,86.0,0.2611701,0.928650438785553,-0.000330158943774507,-8.622764081057093e-05,0.9285642111447424,0.924185161319101
CALCE,CS2_35,87.0,0.2856738,0.9241851568222046,-0.00032851461341251026,-9.384801702643792e-05,0.9240913088051782,0.9281973213419156
CALCE,CS2_35,88.0,0.26399314,0.9281973242759705,-0.0003302691168900751,-8.718878254558593e-05,0.9281101354934249,0.923409510785644
CALCE,CS2_35,89.0,0.26288593,0.9234095215797424,-0.0003289900878751875,-8.648686460453196e-05,0.9233230347151379,0.9228486468462636
CALCE,CS2_35,90.0,0.2990523,0.922848641872406,-0.0003289932950466534,-9.838620093299434e-05,0.9227502556714731,0.9225349844518402
CALCE,CS2_35,91.0,0.29979202,0.9225350022315979,-0.0003293728705653573,-9.87433586983233e-05,0.9224362588728996,0.9141265179854966
CALCE,CS2_35,92.0,0.3435912,0.9141265153884888,-0.00032340482135303356,-0.00011111905493192955,0.9140153963335569,0.9128317980606502
CALCE,CS2_35,93.0,0.3556936,0.9128317832946777,-0.00032341801141032994,-0.0001150377195396839,0.912716745575138,0.9079432533059744
CALCE,CS2_35,94.0,0.37392774,0.9079432487487793,-0.00032067420846410705,-0.00011990898276648473,0.9078233397660128,0.907130692397102
CALCE,CS2_35,95.0,0.39369813,0.9071307182312012,-0.0003220830149947909,-0.00012680347944488946,0.9070039147517562,0.92381469953016
CALCE,CS2_35,96.0,0.30957887,0.9238147139549255,-0.00033078014126745187,-0.00010240254095166874,0.9237123114139739,0.9231986756219702
CALCE,CS2_35,97.0,0.28744906,0.9231986999511719,-0.00033083710243954345,-9.509881472822606e-05,0.9231036011364436,0.9220578129743078
CALCE,CS2_35,98.0,0.27433693,0.9220578074455261,-0.0003307181660667305,-9.072820772650209e-05,0.9219670792377996,0.9299581841205016
CALCE,CS2_35,99.0,0.20269361,0.929958164691925,-0.0003310210856702564,-6.709585929857073e-05,0.9298910688326265,0.9300871631662176
CALCE,CS2_35,100.0,0.18099046,0.930087149143219,-0.0003309890591270265,-5.990586125041019e-05,0.9300272432819686,0.9214885918051168
CALCE,CS2_35,101.0,0.2043022,0.9214885830879211,-0.00033018866657485296,-6.745827318726762e-05,0.9214211248147339,0.9473728190586784
CALCE,CS2_35,102.0,0.08564081,0.9473727941513062,-0.00033110740827126117,-2.8356306783744212e-05,0.9473444378445224,0.946874885560706
CALCE,CS2_35,103.0,0.08166358,0.9468748569488525,-0.0003310845063567089,-2.7037545657336557e-05,0.9468478194031952,0.9542554273206908
CALCE,CS2_35,104.0,0.050902233,0.9542554020881653,-0.00033108360292812694,-1.685289454236709e-05,0.9542385491936229,0.954744515573127
CALCE,CS2_35,105.0,0.04256832,0.9547445178031921,-0.00033107845338520986,-1.4093453067358479e-05,0.9547304243501248,0.9404672202380968
CALCE,CS2_35,106.0,0.055482462,0.9404672384262085,-0.0003286447974711684,-1.823402250314112e-05,0.9404490044037054,0.940187143278604
CALCE,CS2_35,107.0,0.045490947,0.9401871562004089,-0.0003276521101453281,-1.4905204652781735e-05,0.9401722509957562,0.9406107691844188
CALCE,CS2_35,108.0,0.04541727,0.9406107664108276,-0.0003273488291703694,-1.4867290667468498e-05,0.9405958991201602,0.9394201349183234
CALCE,CS2_35,109.0,0.04504868,0.9394201636314392,-0.000326698586448515,-1.4717340128489804e-05,0.9394054462913107,0.938499960283454
CALCE,CS2_35,110.0,0.05143463,0.9384999871253967,-0.00032654242881812595,-1.6795588569773544e-05,0.9384831915368269,0.9465176192505472
CALCE,CS2_35,111.0,0.0695545,0.9465176463127136,-0.0003305721268364592,-2.2992779089205285e-05,0.9464946535336244,0.9467398284205808
CALCE,CS2_35,112.0,0.070555605,0.9467398524284363,-0.00033072837480970646,-2.3334740573479464e-05,0.9467165176878628,0.9378892048771168
CALCE,CS2_35,113.0,0.09273605,0.9378892183303833,-0.00032932535022194703,-3.054033230468806e-05,0.9378586779980786,0.931931409870752
CALCE,CS2_35,114.0,0.14615977,0.9319314360618591,-0.00032548731457727326,-4.757315041958803e-05,0.9318838629114395,0.9306938186113852
CALCE,CS2_35,115.0,0.1696307,0.9306938052177429,-0.00032441431245049807,-5.503062895813933e-05,0.9306387745887847,0.9300307530241002
CALCE,CS2_35,116.0,0.16193202,0.9300307631492615,-0.00032443734987933764,-5.253679587695976e-05,0.9299782263533846,0.9243863512037044
CALCE,CS2_35,117.0,0.37703687,0.9243863224983215,-0.0003206016631489769,-0.00012087864743849037,0.924265443850883,0.9371742453624698
CALCE,CS2_35,118.0,0.31048822,0.9371742606163025,-0.00033036582891977223,-0.00010257469950134726,0.9370716859168011,0.9375720698144046
CALCE,CS2_35,119.0,0.3404158,0.9375720620155334,-0.0003306857329806387,-0.00011257065018583218,0.9374594913653476,0.928758762621638
CALCE,CS2_35,120.0,0.366931,0.9287587404251099,-0.00032915677044855624,-0.00012077782011040051,0.9286379626049994,0.9215390789051578
CALCE,CS2_35,121.0,0.33389473,0.9215390682220459,-0.000324886850770284,-0.0001084780071931717,0.9214305902148527,0.9218642636138592
CALCE,CS2_35,122.0,0.34889734,0.9218642711639404,-0.000325601507950031,-0.00011360149934439142,0.9217506696645961,0.9158406716795564
CALCE,CS2_35,123.0,0.39484316,0.9158406853675842,-0.00032035642746040816,-0.00012649054449912766,0.9157141948230851,0.9222686134362064
CALCE,CS2_35,124.0,0.37433836,0.9222686290740967,-0.00032728161408387274,-0.00012251406222942636,0.9221461150118673,0.9283964694391394
CALCE,CS2_35,125.0,0.32696354,0.928396463394165,-0.0003305315628931299,-0.00010807177117166841,0.9282883916229934,0.9285926837494662
CALCE,CS2_35,126.0,0.35811728,0.9285926818847656,-0.0003306172079226982,-0.00011839973601284281,0.9284742821487528,0.9284619538087638
CALCE,CS2_35,127.0,0.32835805,0.9284619688987732,-0.0003306966644664802,-0.00010858691326177029,0.9283533819855114,0.9282607918157608
CALCE,CS2_35,128.0,0.24614388,0.9282608032226562,-0.00033075312875285173,-8.141285760855288e-05,0.9281793903650477,0.928019541969328
CALCE,CS2_35,129.0,0.20715636,0.9280195236206055,-0.00033070931246662744,-6.850853743809169e-05,0.9279510150831674,0.928168321010977
CALCE,CS2_35,130.0,0.19526075,0.9281682968139648,-0.00033059277017955663,-6.455179167697804e-05,0.9281037450222879,0.9279935112508976
CALCE,CS2_35,131.0,0.18845503,0.9279935359954834,-0.00033047410483531825,-6.227950744740046e-05,0.927931256488036,0.9277239380647868
CALCE,CS2_35,132.0,0.16531383,0.9277239441871643,-0.0003304297013205157,-5.4624597822620445e-05,0.9276693195893417,0.9272665876158454
CALCE,CS2_35,133.0,0.21695669,0.9272665977478027,-0.00033038136789138167,-7.167844800012415e-05,0.9271949192998026,0.9236189177101128
CALCE,CS2_35,134.0,0.21998046,0.9236189126968384,-0.0003297247559980246,-7.25330046141434e-05,0.9235463796922242,0.9233526915886135
CALCE,CS2_35,135.0,0.18154272,0.9233527183532715,-0.0003296820689975277,-5.985138098206481e-05,0.9232928669722894,0.9232334848089632
CALCE,CS2_35,136.0,0.16059491,0.9232335090637207,-0.0003298740475711909,-5.297609310744693e-05,0.9231805329706133,0.9231893480416375
CALCE,CS2_35,137.0,0.16768889,0.9231893420219421,-0.0003300457441731894,-5.5345004915919234e-05,0.9231339970170263,0.9231661218980955
CALCE,CS2_35,138.0,0.15574084,0.9231660962104797,-0.0003302127881179909,-5.142761773435623e-05,0.9231146685927454,0.923572708399894
CALCE,CS2_35,139.0,0.18874311,0.9235727190971375,-0.00033038678846287334,-6.235823143469807e-05,0.9235103608657027,0.9272517098875676
CALCE,CS2_35,140.0,0.20065291,0.9272516965866089,-0.00033072349629536396,-6.636063268417707e-05,0.9271853359539247,0.9067311828141242
CALCE,CS2_35,141.0,0.32319784,0.9067311882972717,-0.0003180124368331247,-0.00010278093320050609,0.9066284073640712,0.9074631409858216
CALCE,CS2_35,142.0,0.34588215,0.9074631333351135,-0.0003197268732530803,-0.00011058781755040844,0.9073525455175632,0.9059456448770804
CALCE,CS2_35,143.0,0.37471056,0.9059456586837769,-0.0003198529015402615,-0.0001198522598041897,0.9058258064239727,0.9054740851859368
CALCE,CS2_35,144.0,0.39278504,0.905474066734314,-0.00032128659752837796,-0.00012619656987268373,0.9053478701644413,0.9041856434430676
CALCE,CS2_35,145.0,0.4128521,0.9041856527328491,-0.00032278398523152146,-0.00013326204888594153,0.9040523906839631,0.9134502774137754
CALCE,CS2_35,146.0,0.3725639,0.913450300693512,-0.00033019237063203893,-0.00012301775687855858,0.9133272829366335,0.913947187030528
CALCE,CS2_35,147.0,0.3586729,0.9139471650123596,-0.0003306710974376112,-0.00011860275719413114,0.9138285622551655,0.8992958594334686
CALCE,CS2_35,148.0,0.42849293,0.8992958664894104,-0.0003256423429219349,-0.00013953544279425394,0.8991563310466162,0.8980275891072362
CALCE,CS2_35,149.0,0.4296307,0.8980275988578796,-0.00032539344834760925,-0.0001397990139391247,0.8978877998439405,0.9048151459401352
CALCE,CS2_35,150.0,0.40361896,0.904815137386322,-0.0003298343418850144,-0.00013312739456262698,0.9046820099917594,0.913421775118333
CALCE,CS2_35,151.0,0.32881543,0.9134217500686646,-0.0003307880462675439,-0.00010876821380554912,0.913312981854859,0.9135995510848932
CALCE,CS2_35,152.0,0.29459968,0.9135995507240295,-0.00033069476726645813,-9.742257330640695e-05,0.9135021281507232,0.8989111541924347
CALCE,CS2_35,153.0,0.38681617,0.89891117811203,-0.00032720179616865797,-0.00012656694685179266,0.8987846111651783,0.903659635458996
CALCE,CS2_35,154.0,0.34485084,0.9036596417427063,-0.00032938005282258376,-0.00011358698729707568,0.9035460547554093,0.9039792235009708
CALCE,CS2_35,155.0,0.33687285,0.9039792418479919,-0.00032973211894096743,-0.00011107779728836965,0.9038681640507036,0.9034753294227096
CALCE,CS2_35,156.0,0.2024469,0.9034753441810608,-0.0003295547307389027,-6.671733126459788e-05,0.9034086268497962,0.904185466379225
CALCE,CS2_35,157.0,0.20370564,0.9041854739189148,-0.0003297907062845065,-6.718022644355681e-05,0.9041182936924712,0.9117430905785884
CALCE,CS2_35,158.0,0.15955266,0.9117431044578552,-0.00033080507589631353,-5.2780830979973606e-05,0.9116903236268753,0.912681666264299
CALCE,CS2_35,159.0,0.14959806,0.9126816391944885,-0.0003308930246687658,-4.9500955232479e-05,0.912632138239256,0.8992021889011976
CALCE,CS2_35,160.0,0.20371582,0.8992021679878235,-0.000328064705978702,-6.683196932523779e-05,0.8991353360184983,0.8985178254665427
CALCE,CS2_35,161.0,0.26276448,0.8985178470611572,-0.0003272530657406833,-8.599048285540596e-05,0.8984318565783018,0.8975364757385567
CALCE,CS2_35,162.0,0.26865715,0.8975364565849304,-0.00032629118532948725,-8.766045923043008e-05,0.8974487961256999,0.8984947986920874
CALCE,CS2_35,163.0,0.19428252,0.8984947800636292,-0.0003274398044285712,-6.361582931703718e-05,0.8984311642343121,0.9060081261641892
CALCE,CS2_35,164.0,0.1626975,0.9060081243515015,-0.0003304146140631972,-5.375762969897138e-05,0.9059543667218025,0.9116389409625713
CALCE,CS2_35,165.0,0.16577478,0.9116389155387878,-0.0003308586492112228,-5.484801896740404e-05,0.9115840675198205,0.9121371747870132
CALCE,CS2_35,166.0,0.1905259,0.9121371507644653,-0.0003309072536689314,-6.304640374398415e-05,0.9120741043607213,0.8973357189385999
CALCE,CS2_35,167.0,0.2524233,0.8973357081413269,-0.000328185042665817,-8.284154702949692e-05,0.8972528665942974,0.8988590262211019
CALCE,CS2_35,168.0,0.18212268,0.8988590240478516,-0.00032827199766682913,-5.978577518456993e-05,0.898799238272667,0.9046490980935809
CALCE,CS2_35,169.0,0.18153477,0.9046490788459778,-0.00033014859951724373,-5.993344913855161e-05,0.9045891453968392,0.9122783846465724
CALCE,CS2_35,170.0,0.14819512,0.912278413772583,-0.0003307734558959455,-4.9019011232511584e-05,0.9122293947613505,0.9124517136216062
CALCE,CS2_35,171.0,0.14038171,0.9124516844749451,-0.00033071044175235487,-4.642569691174872e-05,0.9124052587780334,0.91261145839471
CALCE,CS2_35,172.0,0.13760556,0.9126114845275879,-0.0003307731848673709,-4.551623026485048e-05,0.9125659682973231,0.9127800608553172
CALCE,CS2_35,173.0,0.15700229,0.9127800464630127,-0.0003308328111537792,-5.194150734476671e-05,0.9127281049556679,0.912958570137997
CALCE,CS2_35,174.0,0.14724378,0.912958562374115,-0.0003307630664672531,-4.870280514293992e-05,0.9129098595689721,0.913096635592548
CALCE,CS2_35,175.0,0.10404501,0.9130966067314148,-0.00033068613952350057,-3.4406243058381495e-05,0.9130622004883564,0.9136854984963444
CALCE,CS2_35,176.0,0.10140997,0.9136855006217957,-0.00033060026863678676,-3.3526163891103885e-05,0.9136519744579046,0.9138788228219928
CALCE,CS2_35,177.0,0.10037027,0.9138787984848022,-0.00033057930909368566,-3.3180335499914834e-05,0.9138456181493023,0.9139735409390296
CALCE,CS2_35,178.0,0.10545164,0.9139735698699951,-0.0003305465146361611,-3.485667321065525e-05,0.9139387131967844,0.9139999450313406
CALCE,CS2_35,179.0,0.12962729,0.9139999747276306,-0.00033052916880738775,-4.2845599555061747e-05,0.9139571291280756,0.914272975846144
CALCE,CS2_35,180.0,0.14443994,0.9142729640007019,-0.00033053386663601386,-4.774229043835714e-05,0.9142252217102635,0.9143654532647626
CALCE,CS2_35,181.0,0.14130203,0.9143654704093933,-0.00033052429029304525,-4.6703754590367476e-05,0.9143187666548029,0.914414157746301
CALCE,CS2_35,182.0,0.10363719,0.9144141674041748,-0.0003305073058357047,-3.4252848012706256e-05,0.9143799145561621,0.9144371157480652
CALCE,CS2_35,183.0,0.114048555,0.9144371151924133,-0.00033049660020700866,-3.769265984907412e-05,0.9143994225325642,0.9145635913460836
CALCE,CS2_35,184.0,0.13874747,0.9145635962486267,-0.0003304974584641615,-4.585568573757445e-05,0.9145177405628891,0.9145330016285068
CALCE,CS2_35,185.0,0.16867785,0.9145330190658569,-0.0003304864366354618,-5.57457421006401e-05,0.9144772733237563,0.9145341836235034
CALCE,CS2_35,186.0,0.16973217,0.9145342111587524,-0.0003304766344353477,-5.609251574076361e-05,0.9144781186430117,0.9145178296927908
CALCE,CS2_35,187.0,0.17093357,0.9145178198814392,-0.00033047080732099415,-5.648855634282053e-05,0.9144613313250964,0.9057554156665188
CALCE,CS2_35,188.0,0.20789811,0.9057554006576538,-0.00032634773995871696,-6.784707838956218e-05,0.9056875535792642,0.904383404133291
CALCE,CS2_35,189.0,0.2276064,0.9043834209442139,-0.0003254559656054798,-7.407586096578986e-05,0.9043093450832481,0.9041100254997216
CALCE,CS2_35,190.0,0.24306199,0.9041100144386292,-0.00032617477855670374,-7.928069061566038e-05,0.9040307337480135,0.8985312233926737
CALCE,CS2_35,191.0,0.2936452,0.8985311985015869,-0.00032228204031139324,-9.463657518709028e-05,0.8984365619263999,0.8973919389220744
CALCE,CS2_35,192.0,0.31832474,0.8973919153213501,-0.00032324297212257824,-0.00010289623657743678,0.8972890190847727,0.905626061268986
CALCE,CS2_35,193.0,0.2916752,0.9056260585784912,-0.0003301555559173247,-9.629819110455016e-05,0.9055297603873866,0.9105697766265816
CALCE,CS2_35,194.0,0.25072777,0.9105697870254517,-0.00033080444349630617,-8.294186132129555e-05,0.9104868451641304,0.9066524041814822
CALCE,CS2_35,195.0,0.27381775,0.9066523909568787,-0.00033059389946528406,-9.052247699836604e-05,0.9065618684798803,0.8971787595029908
CALCE,CS2_35,196.0,0.3341856,0.8971787691116333,-0.00032855725524157803,-0.0001097991035695062,0.8970689700080638,0.9333833995676152
CALCE,CS2_35,197.0,0.12159004,0.9333834052085876,-0.0003311764753863508,-4.026776109598646e-05,0.9333431374474916,0.9390054807008954
CALCE,CS2_35,198.0,0.08894921,0.9390054941177368,-0.00033121505178679983,-2.9461317508480467e-05,0.9389760328002283,0.9402911915227716
CALCE,CS2_35,199.0,0.072328605,0.940291166305542,-0.00033110144564262034,-2.3948105596616586e-05,0.9402672181999454,0.9407490139088006
CALCE,CS2_35,200.0,0.060177777,0.9407489895820618,-0.00033110790515698124,-1.992533766706361e-05,0.9407290642443947,0.9408033307188562
CALCE,CS2_35,201.0,0.051469926,0.9408033490180969,-0.00033102686761318084,-1.7037928310885928e-05,0.940786311089786,0.9406629748207948
CALCE,CS2_35,202.0,0.045122564,0.9406629800796509,-0.00033089550909736615,-1.4930853733270657e-05,0.9406480492259176,0.940636666244348
CALCE,CS2_35,203.0,0.033137463,0.9406366944313049,-0.0003306648637803958,-1.095739469990075e-05,0.940625737036605,0.9407409479548294
CALCE,CS2_35,204.0,0.030779846,0.9407409429550171,-0.0003305398292646547,-1.0173965045794627e-05,0.9407307689899713,0.9405229779683258
CALCE,CS2_35,205.0,0.030637875,0.9405229687690735,-0.00033048074503539554,-1.0125227822172057e-05,0.9405128435412513,0.9401697855763814
CALCE,CS2_35,206.0,0.028042436,0.9401698112487793,-0.0003304216156347073,-9.265826892502504e-06,0.9401605454218868,0.9398270511567852
CALCE,CS2_35,207.0,0.030264843,0.939827024936676,-0.00033039171214864493,-9.999253381022807e-06,0.939817025683295,0.9391727051654576
CALCE,CS2_35,208.0,0.042426422,0.9391726851463318,-0.0003303099970334081,-1.4013871403687479e-05,0.9391586712749281,0.938956623101685
CALCE,CS2_35,209.0,0.053485684,0.938956618309021,-0.0003303027696047525,-1.7666469591382266e-05,0.9389389518394297,0.9386990465531494
CALCE,CS2_35,210.0,0.055121697,0.9386990666389465,-0.0003303141979763141,-1.8207479295998412e-05,0.9386808591596505,0.9384099036993182
CALCE,CS2_35,211.0,0.052575577,0.9384099245071411,-0.0003303225998621262,-1.7366901300555344e-05,0.9383925576058405,0.938301017485546
CALCE,CS2_35,212.0,0.15645127,0.9383010268211365,-0.00033035435537678154,-5.1684358443524165e-05,0.938249342462693,0.9378077933446628
